person,date,category,amount,monthly_income,description,payment_mode
Tanvi Jain,2023-04-09,Entertainment,1481.0,30000.0,,Card
Divya Yeddu,2023-04-09,Entertainment,1156.0,25000.0,,Cash
Sneha Kapoor,2023-04-09,Travel,472.0,18000.0,,UPI
Harsha Patel,2023-04-10,Miscellaneous,1099.0,30000.0,,NetBanking
Shreya Sen,2023-04-10,Entertainment,615.0,18000.0,,Cash
Nisha Sharma,2023-04-10,Study Materials,490.0,18000.0,,NetBanking
Harsha Patel,2023-04-10,Entertainment,2424.0,30000.0,,Cash
Amit Sharma,2023-04-10,Miscellaneous,1915.0,20000.0,,UPI
Megha Das,2023-04-10,Health,2399.0,25000.0,,NetBanking
Ananya Singh,2023-04-10,Groceries,1969.0,30000.0,,Cash
Aditya Pillai,2023-04-10,Miscellaneous,1675.0,20000.0,,Cash
Arjun Nair,2023-04-11,Utilities,1771.0,22000.0,,Cash
Divya Yeddu,2023-04-11,Study Materials,1569.0,25000.0,,Card
Arjun Nair,2023-04-11,Groceries,2202.0,22000.0,,UPI
Shreya Sen,2023-04-11,Food,123.0,18000.0,,UPI
Ishita Roy,2023-04-11,Rent,11693.0,22000.0,,Cash
Vikram Joshi,2023-04-11,Study Materials,719.0,25000.0,,Cash
Nisha Sharma,2023-04-11,Utilities,1813.0,18000.0,,Card
Harini Bhat,2023-04-11,Rent,9360.0,30000.0,,Cash
Swathi Reddy,2023-04-11,Miscellaneous,286.0,25000.0,,Card
Ananya Singh,2023-04-12,Health,2470.0,30000.0,,Card
Harini Bhat,2023-04-12,Groceries,1538.0,30000.0,,NetBanking
Nisha Sharma,2023-04-12,Miscellaneous,1728.0,18000.0,,Card
Nisha Sharma,2023-04-12,Groceries,405.0,18000.0,,Card
Rohan Verma,2023-04-12,Travel,460.0,20000.0,,UPI
Harini Bhat,2023-04-12,Groceries,325.0,30000.0,,Cash
Krishna Rao,2023-04-12,Rent,4375.0,30000.0,,NetBanking
Harini Bhat,2023-04-12,Study Materials,1114.0,30000.0,,NetBanking
Vikram Joshi,2023-04-12,Utilities,2482.0,25000.0,,UPI
Arjun Nair,2023-04-12,Study Materials,617.0,22000.0,,NetBanking
Vivek Menon,2023-04-13,Groceries,577.0,18000.0,,Cash
Megha Das,2023-04-13,Entertainment,860.0,25000.0,,Card
Megha Das,2023-04-13,Travel,549.0,25000.0,,UPI
Harsha Patel,2023-04-13,Health,2276.0,30000.0,,NetBanking
Ishita Roy,2023-04-13,Entertainment,1277.0,22000.0,,NetBanking
Rahul Kumar,2023-04-13,Health,219.0,20000.0,,NetBanking
Krishna Rao,2023-04-13,Entertainment,1809.0,30000.0,,Cash
Vivek Menon,2023-04-13,Food,625.0,18000.0,,UPI
Arjun Nair,2023-04-14,Groceries,888.0,22000.0,,NetBanking
Krishna Rao,2023-04-14,Groceries,981.0,30000.0,,Card
Divya Yeddu,2023-04-14,Utilities,922.0,25000.0,,Cash
Divya Yeddu,2023-04-14,Health,1830.0,25000.0,,UPI
Karthik Rao,2023-04-14,Food,258.0,18000.0,,Card
Divya Yeddu,2023-04-14,Rent,9528.0,25000.0,,Card
Tanvi Jain,2023-04-14,Food,511.0,30000.0,,UPI
Ishita Roy,2023-04-14,Miscellaneous,1272.0,22000.0,,UPI
Rahul Kumar,2023-04-15,Health,338.0,20000.0,,NetBanking
Harini Bhat,2023-04-15,Rent,8109.0,30000.0,,UPI
Ishita Roy,2023-04-15,Rent,8205.0,22000.0,,UPI
Rohan Verma,2023-04-15,Health,1133.0,20000.0,,Card
Vikram Joshi,2023-04-15,Miscellaneous,1378.0,25000.0,,NetBanking
Shreya Sen,2023-04-15,Utilities,1151.0,18000.0,,UPI
Priya Iyer,2023-04-15,Health,1965.0,18000.0,,Cash
Aditya Pillai,2023-04-15,Entertainment,930.0,20000.0,,Cash
Harini Bhat,2023-04-16,Rent,5039.0,30000.0,,Card
Amit Sharma,2023-04-16,Entertainment,1085.0,20000.0,,NetBanking
Shreya Sen,2023-04-16,Food,603.0,18000.0,,NetBanking
Vivek Menon,2023-04-16,Rent,9689.0,18000.0,,NetBanking
Ishita Roy,2023-04-16,Health,655.0,22000.0,,UPI
Nisha Sharma,2023-04-16,Study Materials,392.0,18000.0,,NetBanking
Harini Bhat,2023-04-17,Health,473.0,30000.0,,Card
Krishna Rao,2023-04-17,Study Materials,1048.0,30000.0,,NetBanking
Nisha Sharma,2023-04-17,Miscellaneous,733.0,18000.0,,UPI
Pooja Mehta,2023-04-17,Travel,281.0,30000.0,,Card
Karthik Rao,2023-04-17,Utilities,700.0,18000.0,,Card
Sneha Kapoor,2023-04-17,Groceries,2000.0,18000.0,,Card
Tanvi Jain,2023-04-17,Groceries,1609.0,30000.0,,Card
Amit Sharma,2023-04-17,Groceries,1565.0,20000.0,,Card
Ishita Roy,2023-04-17,Utilities,1609.0,22000.0,,UPI
Harini Bhat,2023-04-18,Rent,6255.0,30000.0,,NetBanking
Priya Iyer,2023-04-18,Utilities,1900.0,18000.0,,UPI
Priya Iyer,2023-04-18,Rent,11378.0,18000.0,,Card
Harsha Patel,2023-04-18,Miscellaneous,1524.0,30000.0,,Cash
Arjun Nair,2023-04-18,Miscellaneous,1519.0,22000.0,,NetBanking
Arjun Nair,2023-04-18,Rent,11913.0,22000.0,,Cash
Arjun Nair,2023-04-18,Groceries,177.0,22000.0,,UPI
Amit Sharma,2023-04-18,Miscellaneous,825.0,20000.0,,Cash
Siddharth Rao,2023-04-18,Entertainment,844.0,30000.0,,UPI
Arjun Nair,2023-04-19,Food,229.0,22000.0,,NetBanking
Vivek Menon,2023-04-19,Groceries,551.0,18000.0,,UPI
Vivek Menon,2023-04-19,Travel,567.0,18000.0,,Card
Amit Sharma,2023-04-19,Rent,8852.0,20000.0,,Cash
Rahul Kumar,2023-04-19,Rent,6427.0,20000.0,,NetBanking
Amit Sharma,2023-04-19,Study Materials,1429.0,20000.0,,Cash
Vivek Menon,2023-04-19,Miscellaneous,1393.0,18000.0,,NetBanking
Divya Yeddu,2023-04-19,Travel,194.0,25000.0,,UPI
Siddharth Rao,2023-04-20,Study Materials,1242.0,30000.0,,NetBanking
Swathi Reddy,2023-04-20,Rent,11636.0,25000.0,,Card
Varun Gupta,2023-04-20,Food,636.0,20000.0,,Card
Rohan Verma,2023-04-20,Miscellaneous,531.0,20000.0,,UPI
Amit Sharma,2023-04-20,Study Materials,1339.0,20000.0,,NetBanking
Ananya Singh,2023-04-20,Entertainment,1146.0,30000.0,,UPI
Rohan Verma,2023-04-20,Travel,456.0,20000.0,,Card
Ishita Roy,2023-04-20,Food,392.0,22000.0,,UPI
Amit Sharma,2023-04-20,Utilities,1000.0,20000.0,,Cash
Rohan Verma,2023-04-20,Entertainment,791.0,20000.0,,Card
Vikram Joshi,2023-04-21,Study Materials,1492.0,25000.0,,UPI
Swathi Reddy,2023-04-21,Health,2119.0,25000.0,,Cash
Krishna Rao,2023-04-21,Rent,5252.0,30000.0,,Cash
Ananya Singh,2023-04-21,Rent,5554.0,30000.0,,NetBanking
Priya Iyer,2023-04-21,Health,594.0,18000.0,,Cash
Priya Iyer,2023-04-22,Entertainment,1686.0,18000.0,,NetBanking
Aditya Pillai,2023-04-22,Health,1034.0,20000.0,,Cash
Krishna Rao,2023-04-22,Groceries,2065.0,30000.0,,Cash
Harsha Patel,2023-04-22,Entertainment,2192.0,30000.0,,UPI
Vivek Menon,2023-04-22,Groceries,183.0,18000.0,,Cash
Siddharth Rao,2023-04-23,Health,1988.0,30000.0,,UPI
Ishita Roy,2023-04-23,Rent,8080.0,22000.0,,Card
Vikram Joshi,2023-04-23,Health,1878.0,25000.0,,NetBanking
Ananya Singh,2023-04-23,Utilities,878.0,30000.0,,Cash
Harsha Patel,2023-04-23,Study Materials,1869.0,30000.0,,UPI
Sneha Kapoor,2023-04-23,Study Materials,701.0,18000.0,,Card
Siddharth Rao,2023-04-24,Entertainment,2176.0,30000.0,,NetBanking
Harini Bhat,2023-04-24,Groceries,253.0,30000.0,,NetBanking
Vikram Joshi,2023-04-24,Health,1083.0,25000.0,,Cash
Megha Das,2023-04-24,Groceries,2299.0,25000.0,,UPI
Ishita Roy,2023-04-24,Rent,10473.0,22000.0,,Cash
Krishna Rao,2023-04-24,Food,597.0,30000.0,,NetBanking
Nisha Sharma,2023-04-24,Entertainment,636.0,18000.0,,Cash
Shreya Sen,2023-04-24,Groceries,1150.0,18000.0,,Cash
Swathi Reddy,2023-04-24,Utilities,180.0,25000.0,,Cash
Amit Sharma,2023-04-25,Miscellaneous,775.0,20000.0,,Cash
Pooja Mehta,2023-04-25,Travel,406.0,30000.0,,Cash
Arjun Nair,2023-04-25,Groceries,534.0,22000.0,,NetBanking
Vikram Joshi,2023-04-25,Study Materials,710.0,25000.0,,Cash
Tanvi Jain,2023-04-25,Health,701.0,30000.0,,Cash
Nisha Sharma,2023-04-26,Study Materials,1322.0,18000.0,,Cash
Sneha Kapoor,2023-04-26,Groceries,1925.0,18000.0,,Cash
Siddharth Rao,2023-04-26,Rent,6027.0,30000.0,,NetBanking
Nisha Sharma,2023-04-26,Miscellaneous,860.0,18000.0,,Cash
Swathi Reddy,2023-04-26,Study Materials,963.0,25000.0,,UPI
Harini Bhat,2023-04-26,Groceries,1938.0,30000.0,,NetBanking
Harini Bhat,2023-04-26,Rent,9379.0,30000.0,,NetBanking
Sneha Kapoor,2023-04-26,Health,1255.0,18000.0,,UPI
Varun Gupta,2023-04-26,Health,1152.0,20000.0,,Cash
Swathi Reddy,2023-04-27,Entertainment,230.0,25000.0,,NetBanking
Ananya Singh,2023-04-27,Health,1945.0,30000.0,,UPI
Rahul Kumar,2023-04-27,Food,615.0,20000.0,,Card
Vikram Joshi,2023-04-27,Utilities,2228.0,25000.0,,Card
Harini Bhat,2023-04-27,Utilities,746.0,30000.0,,NetBanking
Priya Iyer,2023-04-27,Miscellaneous,454.0,18000.0,,Cash
Vivek Menon,2023-04-27,Groceries,1727.0,18000.0,,Card
Nisha Sharma,2023-04-28,Miscellaneous,2060.0,18000.0,,Cash
Vivek Menon,2023-04-28,Miscellaneous,2161.0,18000.0,,Card
Ishita Roy,2023-04-28,Utilities,398.0,22000.0,,NetBanking
Shreya Sen,2023-04-28,Groceries,2054.0,18000.0,,NetBanking
Sneha Kapoor,2023-04-28,Groceries,1755.0,18000.0,,Card
Priya Iyer,2023-04-29,Miscellaneous,1937.0,18000.0,,NetBanking
Krishna Rao,2023-04-29,Study Materials,1684.0,30000.0,,UPI
Pooja Mehta,2023-04-29,Groceries,519.0,30000.0,,Cash
Nisha Sharma,2023-04-29,Rent,6293.0,18000.0,,NetBanking
Tanvi Jain,2023-04-29,Miscellaneous,720.0,30000.0,,Cash
Arjun Nair,2023-04-29,Rent,5192.0,22000.0,,Card
Arjun Nair,2023-04-29,Groceries,1612.0,22000.0,,Cash
Varun Gupta,2023-04-29,Health,1422.0,20000.0,,Cash
Megha Das,2023-04-29,Rent,10723.0,25000.0,,Cash
Rahul Kumar,2023-04-30,Health,262.0,20000.0,,NetBanking
Arjun Nair,2023-04-30,Entertainment,122.0,22000.0,,Card
Nisha Sharma,2023-04-30,Entertainment,1476.0,18000.0,,NetBanking
Nisha Sharma,2023-04-30,Study Materials,925.0,18000.0,,NetBanking
Siddharth Rao,2023-04-30,Entertainment,2061.0,30000.0,,Cash
Varun Gupta,2023-04-30,Utilities,364.0,20000.0,,NetBanking
Rahul Kumar,2023-04-30,Food,381.0,20000.0,,UPI
Aditya Pillai,2023-04-30,Entertainment,1167.0,20000.0,,NetBanking
Sneha Kapoor,2023-04-30,Entertainment,593.0,18000.0,,NetBanking
Ananya Singh,2023-04-30,Travel,275.0,30000.0,,Cash
Ishita Roy,2023-04-30,Health,2290.0,22000.0,,Cash
Sneha Kapoor,2023-04-30,Utilities,429.0,18000.0,,UPI
Ananya Singh,2023-04-30,Utilities,2372.0,30000.0,,Card
Harini Bhat,2023-04-30,Miscellaneous,284.0,30000.0,,Card
Vikram Joshi,2023-05-01,Travel,219.0,25000.0,,Cash
Megha Das,2023-05-01,Travel,386.0,25000.0,,Cash
Tanvi Jain,2023-05-02,Miscellaneous,731.0,30000.0,,Cash
Vivek Menon,2023-05-02,Health,1395.0,18000.0,,UPI
Siddharth Rao,2023-05-02,Rent,5968.0,30000.0,,NetBanking
Vikram Joshi,2023-05-02,Utilities,238.0,25000.0,,NetBanking
Harini Bhat,2023-05-03,Miscellaneous,639.0,30000.0,,UPI
Amit Sharma,2023-05-03,Entertainment,1228.0,20000.0,,UPI
Varun Gupta,2023-05-03,Utilities,1521.0,20000.0,,UPI
Rahul Kumar,2023-05-03,Groceries,1094.0,20000.0,,NetBanking
Arjun Nair,2023-05-03,Study Materials,1368.0,22000.0,,UPI
Swathi Reddy,2023-05-03,Utilities,305.0,25000.0,,UPI
Ishita Roy,2023-05-03,Food,129.0,22000.0,,UPI
Vikram Joshi,2023-05-04,Study Materials,688.0,25000.0,,UPI
Karthik Rao,2023-05-04,Rent,5249.0,18000.0,,Cash
Rohan Verma,2023-05-04,Utilities,2381.0,20000.0,,Card
Rahul Kumar,2023-05-04,Food,647.0,20000.0,,UPI
Harini Bhat,2023-05-04,Groceries,1587.0,30000.0,,UPI
Vikram Joshi,2023-05-04,Entertainment,2412.0,25000.0,,Cash
Arjun Nair,2023-05-05,Utilities,386.0,22000.0,,UPI
Shreya Sen,2023-05-05,Health,189.0,18000.0,,Card
Ishita Roy,2023-05-05,Health,2184.0,22000.0,,Cash
Ananya Singh,2023-05-05,Utilities,1807.0,30000.0,,UPI
Priya Iyer,2023-05-05,Travel,152.0,18000.0,,Cash
Priya Iyer,2023-05-05,Health,1629.0,18000.0,,Card
Harini Bhat,2023-05-05,Entertainment,752.0,30000.0,,Cash
Karthik Rao,2023-05-06,Utilities,692.0,18000.0,,Card
Ananya Singh,2023-05-06,Food,473.0,30000.0,,Cash
Arjun Nair,2023-05-06,Rent,8353.0,22000.0,,Cash
Karthik Rao,2023-05-06,Miscellaneous,1212.0,18000.0,,Card
Priya Iyer,2023-05-06,Travel,558.0,18000.0,,NetBanking
Swathi Reddy,2023-05-06,Rent,11338.0,25000.0,,UPI
Ishita Roy,2023-05-06,Miscellaneous,324.0,22000.0,,Cash
Ishita Roy,2023-05-06,Entertainment,1118.0,22000.0,,UPI
Harsha Patel,2023-05-06,Food,557.0,30000.0,,Cash
Vivek Menon,2023-05-06,Food,267.0,18000.0,,Card
Varun Gupta,2023-05-06,Study Materials,1267.0,20000.0,,NetBanking
Harini Bhat,2023-05-06,Travel,258.0,30000.0,,Card
Pooja Mehta,2023-05-07,Study Materials,970.0,30000.0,,Card
Krishna Rao,2023-05-07,Health,1827.0,30000.0,,NetBanking
Arjun Nair,2023-05-07,Food,517.0,22000.0,,Cash
Ishita Roy,2023-05-07,Utilities,321.0,22000.0,,NetBanking
Harini Bhat,2023-05-07,Food,146.0,30000.0,,Cash
Karthik Rao,2023-05-07,Health,1979.0,18000.0,,NetBanking
Harsha Patel,2023-05-07,Rent,11170.0,30000.0,,UPI
Sneha Kapoor,2023-05-08,Entertainment,1662.0,18000.0,,UPI
Karthik Rao,2023-05-08,Study Materials,1378.0,18000.0,,UPI
Karthik Rao,2023-05-08,Groceries,2409.0,18000.0,,Cash
Vivek Menon,2023-05-08,Groceries,616.0,18000.0,,UPI
Aditya Pillai,2023-05-08,Miscellaneous,1293.0,20000.0,,NetBanking
Harini Bhat,2023-05-08,Utilities,705.0,30000.0,,Cash
Priya Iyer,2023-05-08,Food,651.0,18000.0,,UPI
Ananya Singh,2023-05-08,Travel,332.0,30000.0,,Cash
Siddharth Rao,2023-05-09,Entertainment,1237.0,30000.0,,Card
Pooja Mehta,2023-05-09,Travel,347.0,30000.0,,NetBanking
Nisha Sharma,2023-05-09,Groceries,1672.0,18000.0,,NetBanking
Rohan Verma,2023-05-09,Study Materials,1507.0,20000.0,,NetBanking
Krishna Rao,2023-05-09,Study Materials,1907.0,30000.0,,UPI
Siddharth Rao,2023-05-09,Food,290.0,30000.0,,NetBanking
Vikram Joshi,2023-05-10,Utilities,1211.0,25000.0,,Cash
Pooja Mehta,2023-05-10,Utilities,2022.0,30000.0,,Cash
Sneha Kapoor,2023-05-10,Food,232.0,18000.0,,UPI
Divya Yeddu,2023-05-10,Rent,4620.0,25000.0,,NetBanking
Vivek Menon,2023-05-10,Rent,8087.0,18000.0,,Cash
Megha Das,2023-05-10,Rent,10957.0,25000.0,,NetBanking
Amit Sharma,2023-05-10,Miscellaneous,1394.0,20000.0,,NetBanking
Amit Sharma,2023-05-11,Utilities,2316.0,20000.0,,UPI
Krishna Rao,2023-05-11,Study Materials,1023.0,30000.0,,Card
Vikram Joshi,2023-05-11,Miscellaneous,1488.0,25000.0,,NetBanking
Amit Sharma,2023-05-11,Food,284.0,20000.0,,Cash
Divya Yeddu,2023-05-11,Rent,10110.0,25000.0,,UPI
Siddharth Rao,2023-05-11,Food,411.0,30000.0,,UPI
Tanvi Jain,2023-05-11,Utilities,2156.0,30000.0,,Cash
Shreya Sen,2023-05-11,Travel,544.0,18000.0,,Cash
Sneha Kapoor,2023-05-11,Food,393.0,18000.0,,UPI
Rahul Kumar,2023-05-12,Rent,9170.0,20000.0,,Cash
Sneha Kapoor,2023-05-12,Utilities,284.0,18000.0,,Card
Vivek Menon,2023-05-12,Travel,247.0,18000.0,,NetBanking
Harsha Patel,2023-05-12,Travel,292.0,30000.0,,NetBanking
Harini Bhat,2023-05-12,Miscellaneous,1190.0,30000.0,,NetBanking
Pooja Mehta,2023-05-12,Miscellaneous,1805.0,30000.0,,Card
Siddharth Rao,2023-05-12,Groceries,2181.0,30000.0,,Card
Harsha Patel,2023-05-12,Food,136.0,30000.0,,NetBanking
Tanvi Jain,2023-05-12,Groceries,1737.0,30000.0,,Cash
Tanvi Jain,2023-05-12,Groceries,2270.0,30000.0,,UPI
Swathi Reddy,2023-05-13,Entertainment,1806.0,25000.0,,NetBanking
Ishita Roy,2023-05-13,Food,192.0,22000.0,,NetBanking
Tanvi Jain,2023-05-13,Utilities,1047.0,30000.0,,UPI
Krishna Rao,2023-05-13,Rent,7761.0,30000.0,,NetBanking
Tanvi Jain,2023-05-13,Utilities,1330.0,30000.0,,NetBanking
Varun Gupta,2023-05-13,Utilities,449.0,20000.0,,NetBanking
Rohan Verma,2023-05-13,Food,288.0,20000.0,,UPI
Ananya Singh,2023-05-13,Health,2000.0,30000.0,,UPI
Varun Gupta,2023-05-13,Entertainment,174.0,20000.0,,NetBanking
Rahul Kumar,2023-05-13,Food,268.0,20000.0,,Cash
Megha Das,2023-05-14,Rent,5769.0,25000.0,,Cash
Aditya Pillai,2023-05-14,Health,1776.0,20000.0,,UPI
Aditya Pillai,2023-05-14,Food,294.0,20000.0,,Card
Megha Das,2023-05-14,Health,1269.0,25000.0,,UPI
Ishita Roy,2023-05-14,Health,486.0,22000.0,,Card
Divya Yeddu,2023-05-14,Rent,10283.0,25000.0,,Card
Shreya Sen,2023-05-14,Miscellaneous,1626.0,18000.0,,Cash
Krishna Rao,2023-05-14,Utilities,1724.0,30000.0,,NetBanking
Arjun Nair,2023-05-15,Utilities,144.0,22000.0,,Cash
Shreya Sen,2023-05-15,Travel,553.0,18000.0,,NetBanking
Vikram Joshi,2023-05-15,Travel,291.0,25000.0,,Cash
Sneha Kapoor,2023-05-15,Travel,363.0,18000.0,,UPI
Tanvi Jain,2023-05-15,Food,151.0,30000.0,,UPI
Ananya Singh,2023-05-15,Rent,6215.0,30000.0,,Card
Ishita Roy,2023-05-15,Food,350.0,22000.0,,NetBanking
Megha Das,2023-05-15,Utilities,1448.0,25000.0,,Cash
Swathi Reddy,2023-05-15,Entertainment,1495.0,25000.0,,UPI
Priya Iyer,2023-05-16,Groceries,2325.0,18000.0,,UPI
Shreya Sen,2023-05-16,Utilities,568.0,18000.0,,Cash
Arjun Nair,2023-05-16,Study Materials,1115.0,22000.0,,UPI
Vivek Menon,2023-05-16,Travel,57.0,18000.0,,UPI
Sneha Kapoor,2023-05-17,Miscellaneous,587.0,18000.0,,NetBanking
Krishna Rao,2023-05-17,Groceries,2312.0,30000.0,,Cash
Amit Sharma,2023-05-17,Health,2455.0,20000.0,,Cash
Aditya Pillai,2023-05-17,Entertainment,2403.0,20000.0,,Card
Swathi Reddy,2023-05-17,Food,130.0,25000.0,,Card
Divya Yeddu,2023-05-17,Travel,130.0,25000.0,,Card
Vikram Joshi,2023-05-17,Travel,241.0,25000.0,,NetBanking
Pooja Mehta,2023-05-18,Groceries,1615.0,30000.0,,UPI
Ishita Roy,2023-05-18,Utilities,696.0,22000.0,,NetBanking
Pooja Mehta,2023-05-18,Utilities,2324.0,30000.0,,UPI
Megha Das,2023-05-18,Study Materials,1802.0,25000.0,,Cash
Harsha Patel,2023-05-18,Travel,100.0,30000.0,,Cash
Rahul Kumar,2023-05-18,Groceries,215.0,20000.0,,Card
Arjun Nair,2023-05-18,Miscellaneous,925.0,22000.0,,Cash
Harsha Patel,2023-05-18,Rent,5927.0,30000.0,,NetBanking
Arjun Nair,2023-05-18,Health,390.0,22000.0,,UPI
Sneha Kapoor,2023-05-18,Study Materials,1308.0,18000.0,,Card
Ishita Roy,2023-05-18,Entertainment,662.0,22000.0,,NetBanking
Rohan Verma,2023-05-18,Health,2306.0,20000.0,,UPI
Amit Sharma,2023-05-18,Study Materials,1270.0,20000.0,,Card
Swathi Reddy,2023-05-19,Health,1182.0,25000.0,,Cash
Harsha Patel,2023-05-19,Groceries,1644.0,30000.0,,Cash
Nisha Sharma,2023-05-19,Health,2158.0,18000.0,,NetBanking
Varun Gupta,2023-05-19,Food,131.0,20000.0,,Cash
Priya Iyer,2023-05-19,Health,1262.0,18000.0,,Cash
Megha Das,2023-05-19,Utilities,527.0,25000.0,,Cash
Rohan Verma,2023-05-19,Food,247.0,20000.0,,Cash
Ananya Singh,2023-05-19,Study Materials,668.0,30000.0,,Cash
Swathi Reddy,2023-05-19,Travel,498.0,25000.0,,NetBanking
Krishna Rao,2023-05-20,Food,630.0,30000.0,,Cash
Divya Yeddu,2023-05-20,Health,2258.0,25000.0,,Cash
Harini Bhat,2023-05-20,Miscellaneous,892.0,30000.0,,Cash
Divya Yeddu,2023-05-20,Groceries,1542.0,25000.0,,Card
Divya Yeddu,2023-05-21,Rent,9113.0,25000.0,,NetBanking
Priya Iyer,2023-05-21,Groceries,1845.0,18000.0,,UPI
Ananya Singh,2023-05-21,Groceries,1300.0,30000.0,,NetBanking
Divya Yeddu,2023-05-21,Health,833.0,25000.0,,UPI
Swathi Reddy,2023-05-21,Food,334.0,25000.0,,Cash
Pooja Mehta,2023-05-21,Miscellaneous,1413.0,30000.0,,Card
Sneha Kapoor,2023-05-21,Health,2296.0,18000.0,,Cash
Nisha Sharma,2023-05-21,Food,304.0,18000.0,,Cash
Divya Yeddu,2023-05-21,Health,2078.0,25000.0,,NetBanking
Pooja Mehta,2023-05-22,Utilities,632.0,30000.0,,Cash
Tanvi Jain,2023-05-22,Travel,522.0,30000.0,,Cash
Harini Bhat,2023-05-22,Travel,73.0,30000.0,,Cash
Siddharth Rao,2023-05-22,Study Materials,631.0,30000.0,,NetBanking
Pooja Mehta,2023-05-22,Entertainment,241.0,30000.0,,NetBanking
Krishna Rao,2023-05-22,Rent,5692.0,30000.0,,Card
Pooja Mehta,2023-05-22,Groceries,2283.0,30000.0,,Card
Ananya Singh,2023-05-22,Miscellaneous,1656.0,30000.0,,Card
Priya Iyer,2023-05-22,Groceries,885.0,18000.0,,Card
Harsha Patel,2023-05-22,Groceries,125.0,30000.0,,Cash
Harini Bhat,2023-05-22,Utilities,1102.0,30000.0,,Cash
Harini Bhat,2023-05-22,Miscellaneous,1175.0,30000.0,,Cash
Aditya Pillai,2023-05-23,Food,404.0,20000.0,,Cash
Ananya Singh,2023-05-23,Miscellaneous,2208.0,30000.0,,Card
Divya Yeddu,2023-05-23,Health,429.0,25000.0,,NetBanking
Amit Sharma,2023-05-23,Food,644.0,20000.0,,NetBanking
Arjun Nair,2023-05-23,Groceries,187.0,22000.0,,UPI
Vivek Menon,2023-05-23,Study Materials,431.0,18000.0,,NetBanking
Varun Gupta,2023-05-23,Rent,10334.0,20000.0,,Card
Sneha Kapoor,2023-05-23,Travel,144.0,18000.0,,Cash
Priya Iyer,2023-05-23,Utilities,1688.0,18000.0,,UPI
Vivek Menon,2023-05-23,Study Materials,304.0,18000.0,,Cash
Siddharth Rao,2023-05-23,Groceries,858.0,30000.0,,Card
Divya Yeddu,2023-05-24,Health,406.0,25000.0,,Cash
Nisha Sharma,2023-05-24,Travel,146.0,18000.0,,Cash
Harsha Patel,2023-05-24,Study Materials,1925.0,30000.0,,Card
Ishita Roy,2023-05-24,Entertainment,2421.0,22000.0,,Card
Megha Das,2023-05-24,Groceries,330.0,25000.0,,Card
Nisha Sharma,2023-05-24,Study Materials,541.0,18000.0,,UPI
Shreya Sen,2023-05-24,Groceries,2160.0,18000.0,,UPI
Vikram Joshi,2023-05-24,Travel,253.0,25000.0,,Cash
Vivek Menon,2023-05-24,Study Materials,1526.0,18000.0,,Card
Amit Sharma,2023-05-24,Health,1596.0,20000.0,,NetBanking
Varun Gupta,2023-05-24,Groceries,544.0,20000.0,,Cash
Pooja Mehta,2023-05-24,Health,278.0,30000.0,,Cash
Aditya Pillai,2023-05-25,Health,912.0,20000.0,,UPI
Nisha Sharma,2023-05-25,Entertainment,1952.0,18000.0,,NetBanking
Megha Das,2023-05-25,Food,388.0,25000.0,,UPI
Aditya Pillai,2023-05-25,Groceries,738.0,20000.0,,NetBanking
Krishna Rao,2023-05-25,Entertainment,153.0,30000.0,,Cash
Varun Gupta,2023-05-25,Study Materials,1657.0,20000.0,,UPI
Krishna Rao,2023-05-25,Entertainment,623.0,30000.0,,Card
Tanvi Jain,2023-05-25,Health,1418.0,30000.0,,UPI
Vivek Menon,2023-05-26,Food,357.0,18000.0,,Card
Megha Das,2023-05-26,Entertainment,2438.0,25000.0,,Cash
Vikram Joshi,2023-05-26,Travel,148.0,25000.0,,Card
Pooja Mehta,2023-05-26,Food,461.0,30000.0,,Cash
Swathi Reddy,2023-05-26,Food,195.0,25000.0,,Cash
Nisha Sharma,2023-05-26,Groceries,1646.0,18000.0,,Cash
Rohan Verma,2023-05-26,Utilities,575.0,20000.0,,Card
Vivek Menon,2023-05-26,Entertainment,351.0,18000.0,,Card
Aditya Pillai,2023-05-26,Groceries,1898.0,20000.0,,Cash
Ishita Roy,2023-05-26,Travel,540.0,22000.0,,UPI
Arjun Nair,2023-05-27,Study Materials,515.0,22000.0,,Card
Vivek Menon,2023-05-27,Entertainment,1181.0,18000.0,,NetBanking
Rohan Verma,2023-05-27,Study Materials,511.0,20000.0,,UPI
Vivek Menon,2023-05-27,Entertainment,1111.0,18000.0,,NetBanking
Divya Yeddu,2023-05-27,Utilities,1394.0,25000.0,,Cash
Nisha Sharma,2023-05-27,Utilities,1637.0,18000.0,,NetBanking
Siddharth Rao,2023-05-27,Study Materials,856.0,30000.0,,Card
Nisha Sharma,2023-05-27,Entertainment,2039.0,18000.0,,UPI
Harsha Patel,2023-05-27,Food,329.0,30000.0,,Cash
Pooja Mehta,2023-05-27,Entertainment,400.0,30000.0,,Card
Harsha Patel,2023-05-27,Study Materials,1024.0,30000.0,,UPI
Varun Gupta,2023-05-28,Utilities,1211.0,20000.0,,Cash
Swathi Reddy,2023-05-28,Food,653.0,25000.0,,UPI
Karthik Rao,2023-05-28,Groceries,560.0,18000.0,,Cash
Vivek Menon,2023-05-28,Miscellaneous,589.0,18000.0,,Card
Arjun Nair,2023-05-29,Entertainment,135.0,22000.0,,UPI
Sneha Kapoor,2023-05-29,Travel,347.0,18000.0,,UPI
